text,emotion
"3 stars, but only because I really love sourdough bread and they have Coke Zero. The sandwich was just ok. I could have done a better job at home. I had high expectations when I walked in the door, but after eating the sandwich I have decided to not go back again. Jimmy Johns and Capriotti's are much better in quality and taste. The people were friendly and the store was clean. I had the lunch special for $6.50, it included half of a sandwich, a drink, chips and a cookie. A good amount of food for a good price, but the food was just ok. My sandwich was really soggy and the roast beef was not tasty. Maybe I should have gotten the turkey or salami...",neutral
i feel like he thinks im obnoxious or something,hate
i feel like i don t have to hold anything back that i can be there and be supportive of the things my church is doing,happiness
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,sadness
Casual eatery with slightly inflated prices (due to its downtown location). I have always been pleasently pleased but not blown away with the food. I do remember they always  have HUGE portions.   They have a nice rice bowl or salad selection.,neutral
ive done for regular daylily people so am feeling a bit unsure,worry
"Hello friends  ACT 1: Welp yet another outting with Grumbles. Today we made way to Red's BBQ Express (food truck).   I ordered a pork plate - $9.50 Minced meat Baked Beans Cole Slaw 2 sandwich buns (see photos)  ACT II: Different flavors of sause. In this case I chose MILD. While standing in line a older lady asked if I ever had BBQ from this place. Answer: NO, this is my 1st time. She replied, ""I'm from the Midwest and i'm tired of finding these places that cooks meat and claim its BBQ"".. she walks off  ACT III: The meat tasted vinegery. (i'm NOT a FAN of that kind) but I dont hate it. I'm also not a FAN of chopped BBQ. The beans didn't stand out as their own. The slaw followed up in the not so special catagory. The bread... well, it ran #3 in the ""not so special"" race.   FINAL ACT: I'll try it again and get the other options, i don't like to lable a place off 1x going no matter if the 1st time is Bad or Good.  Credits:  Mike S as Himself Grumbles as itself",neutral
i feel totally rejected,sadness
Great portion size on the Quesadilla.  A bit of fat but that's normal in carne asada.  Scratch that.  There's a lot of fat.  Should have gone with chicken.  Great salsa.  Good cheese.  Could use a few more fillings besides steak/cheese.  Could be leaner tastier beef.  $7.  Sounds about right.  Would like more salsa options and maybe peppers on the quesadilla.,neutral
i am listening to this pop song and it just makes me feel all giggly inside,fun
i very selfishly feel wronged in some way,hate
i can tell she feels superior and more,fun
"I came here a few weeks ago for an office outing. We all try the wings and absolutely love them. I came back today to try them for a second time and I went with some untraditional flavors. I got the electric strawberry, enchilada, and the Beijing.   With the enchilada I was not impressed at all. I thought it was really really lacking flavor. The wing itself though was big and meaty. The electric strawberry reminded me of the strawberry jelly that you put on top of your ice cream but with a spicy kick. This flavor really wasn't for me but it wasn't bad. Out of the three  that I tried I would have to say the Beijing was probably my favorite. It had really nice big chunks of garlic witch I liked.    To be honestly I probably wouldn't order any of these three flavors again. But i really want to try every flavor you guys have. My server was super nice, friendly and attentive. I really  like the laid-back atmosphere. I will definitely be back to try other flavors.",neutral
